distance;e_mult_2;e_mult_2q;e_chelpg_hf;e_chelpg_mp2;e_chelpg_dft
1.18436;50.19987710802943;49.938410084494166;65.25877546036018;60.64955242009212;60.110406923919335
1.38436;32.75994801955884;32.629480893449916;40.44613957775558;38.0943810657067;37.819299505376335
1.58436;24.149980849344562;24.102675650531236;28.204208519953436;26.970074357253147;26.82573603498306
1.78436;19.660798542815044;19.665608293903023;21.86222427667012;21.20112157974706;21.123823502474206
1.98436;17.18358190241954;17.21985218518842;18.41365100716011;18.05420044247895;18.012196056402953
2.18436;15.72553153522436;15.779312012445198;16.43505219835221;16.23744587151166;16.214379010567903
2.38436;14.798244831957158;14.860065171551563;15.223189715202608;15.113596559323158;15.100829122396211
2.58436;14.152838582192285;14.216301086121167;14.418752671762473;14.357484782571147;14.350373025159028
2.78436;13.659132347795266;13.719984538866699;13.83358728014016;13.799041112909347;13.795057066848116
2.98436;13.247813745842524;13.303317609295776;13.367520566217554;13.347831136450186;13.345586252530993
3.18436;12.88159181580139;12.930084413894926;12.966697429629669;12.955305590562467;12.954032138531662
3.38436;12.540334347971665;12.580916222926303;12.602058317154034;12.595319829642154;12.594591162886404
3.58436;12.213221893197357;12.245533155833547;12.257966409330312;12.253848300006494;12.25342632551983
3.78436;11.894532220486653;11.918590109151365;11.926100957585863;11.923465229863927;11.923216597195138
3.98436;11.58134633018815;11.597426599683377;11.602141736825242;11.600349554364655;11.600199340422751
4.18436;11.272288254760857;11.2808382469133;11.283955103909205;11.28264706923288;11.282553067181189
4.38436;10.966827569208162;10.968402441014408;10.970596302350831;10.969570002010483;10.969508391204839
4.58436;10.664890858451594;10.66010689391755;10.661758661460016;10.660900159200681;10.660857487700355
4.78436;10.366644005960039;10.356144626559292;10.357468744362976;10.356714105165826;10.356682786327207
4.98436;10.072369537049502;10.056800808246296;10.057917411727646;10.057231002702524;10.05720677499012
5.18436;9.782397218843661;9.762390489222918;9.763366276083003;9.76272847562905;9.762708963416653
5.38436;9.497064742533805;9.473224654530062;9.474096139793314;9.473496345548396;9.473480240030725
5.58436;9.21669557289837;9.189592121412725;9.190378922140207;9.189811558030188;9.189798149134061
5.78436;8.941586722775844;8.91175035876433;8.912462803823558;8.911925034206785;8.911913942306501
5.98436;8.672002357549427;8.639921371472882;8.640564860974349;8.64005528256983;8.640046304657849
6.18436;8.408170887544394;8.374290485700786;8.374867976542678;8.374385874096362;8.37437889595429
6.38436;8.150284187251057;8.115006808809364;8.115520213092104;8.115065142098228;8.11506008876903
6.58436;7.898498133211434;7.862184658772258;7.862635608407678;7.86220716849234;7.862203977092664
6.78436;7.652933967315433;7.615905549246174;7.616295790342207;7.615893509989365;7.615892115580025
6.98436;7.413680174387847;7.376220480904526;7.376552052678512;7.376175338715207;7.37617566777927
7.18436;7.180794670636417;7.143152383888622;7.143427673847807;7.1430757980629895;7.143077766359814
